items
"['K', 'L']"
"['K', 'L']"
"['H', 'L']"
"['J', 'L']"
"['J', 'L']"
"['J', 'L']"
"['J', 'L']"
"['H', 'L']"
"['F', 'L']"
"['J', 'L']"
"['H', 'L']"
"['H', 'L']"
"['J', 'L']"
"['I', 'L']"
"['G', 'L']"
"['K', 'L']"
"['J', 'L']"
"['H', 'L']"
"['I', 'L']"
"['I', 'L']"
"['G', 'L']"
"['J', 'L']"
"['J', 'L']"
"['I', 'L']"
"['I', 'L']"
"['J', 'L']"
"['J', 'L']"
"['I', 'L']"
"['H', 'L']"
"['I', 'L']"
"['H', 'L']"
"['K', 'L']"
"['K', 'L']"
"['H', 'L']"
"['H', 'L']"
"['H', 'L']"
"['K', 'L']"
"['H', 'L']"
"['G', 'L']"
"['F', 'L']"
"['I', 'L']"
"['K', 'L']"
"['J', 'L']"
"['I', 'L']"
"['J', 'L']"
"['J', 'L']"
"['I', 'L']"
"['K', 'L']"
"['K', 'L']"
"['I', 'L']"
"['K', 'L']"
"['I', 'L']"
"['K', 'L']"
"['K', 'L']"
"['K', 'L']"
"['K', 'L']"
"['I', 'L']"
"['K', 'L']"
"['J', 'L']"
"['K', 'L']"
"['K', 'L']"
"['G', 'L']"
"['I', 'L']"
"['K', 'L']"
"['K', 'L']"
"['K', 'L']"
"['J', 'L']"
"['K', 'L']"
"['I', 'L']"
"['H', 'L']"
"['J', 'L']"
"['I', 'L']"
"['K', 'L']"
"['J', 'L']"
"['H', 'L']"
"['K', 'L']"
"['J', 'L']"
"['K', 'L']"
"['K', 'L']"
"['K', 'L']"
"['K', 'L']"
"['I', 'L']"
"['K', 'L']"
"['H', 'L']"
"['I', 'L']"
"['K', 'L']"
"['K', 'L']"
"['I', 'L']"
"['H', 'L']"
"['K', 'L']"
"['K', 'L']"
"['H', 'L']"
"['K', 'L']"
"['J', 'L']"
"['K', 'L']"
"['K', 'L']"
"['G', 'L']"
"['I', 'L']"
"['J', 'L']"
"['G', 'L']"
"['J', 'L']"
"['K', 'L']"
"['I', 'L']"
"['I', 'L']"
"['I', 'L']"
"['H', 'L']"
"['J', 'L']"
"['K', 'L']"
"['J', 'L']"
"['K', 'L']"
"['J', 'L']"
"['K', 'L']"
"['K', 'L']"
"['F', 'L']"
"['K', 'L']"
"['G', 'L']"
"['F', 'L']"
"['E', 'L']"
"['K', 'L']"
"['J', 'L']"
"['J', 'L']"
"['K', 'L']"
"['J', 'L']"
"['J', 'L']"
"['K', 'L']"
"['J', 'L']"
"['K', 'L']"
"['J', 'L']"
"['G', 'L']"
"['K', 'L']"
"['K', 'L']"
"['J', 'L']"
"['H', 'L']"
"['K', 'L']"
"['I', 'L']"
"['K', 'L']"
"['K', 'L']"
"['J', 'L']"
"['I', 'L']"
"['I', 'L']"
"['J', 'L']"
"['J', 'L']"
"['J', 'L']"
"['I', 'L']"
"['H', 'L']"
"['K', 'L']"
"['F', 'L']"
"['K', 'L']"
"['J', 'L']"
"['K', 'L']"
"['I', 'L']"
"['J', 'L']"
"['K', 'L']"
"['I', 'L']"
"['K', 'L']"
"['K', 'L']"
"['I', 'L']"
"['I', 'L']"
"['K', 'L']"
"['J', 'L']"
"['J', 'L']"
"['K', 'L']"
"['K', 'L']"
"['J', 'L']"
"['J', 'L']"
"['E', 'L']"
"['K', 'L']"
"['K', 'L']"
"['K', 'L']"
"['I', 'L']"
"['J', 'L']"
"['G', 'L']"
"['J', 'L']"
"['K', 'L']"
"['K', 'L']"
"['I', 'L']"
"['K', 'L']"
"['K', 'L']"
"['K', 'L']"
"['F', 'L']"
"['J', 'L']"
"['I', 'L']"
"['K', 'L']"
"['K', 'L']"
"['I', 'L']"
"['I', 'L']"
"['I', 'L']"
"['J', 'L']"
"['K', 'L']"
"['H', 'L']"
"['J', 'L']"
"['F', 'L']"
"['J', 'L']"
"['K', 'L']"
"['K', 'L']"
"['I', 'L']"
"['K', 'L']"
"['J', 'L']"
"['K', 'L']"
"['F', 'L']"
"['K', 'L']"
"['J', 'L']"
"['G', 'L']"
"['K', 'L']"
"['K', 'L']"
"['H', 'L']"
"['I', 'L']"
"['K', 'L']"
"['I', 'L']"
"['I', 'L']"
"['J', 'L']"
"['K', 'L']"
"['K', 'L']"
"['K', 'L']"
"['J', 'L']"
"['H', 'L']"
"['J', 'L']"
"['J', 'L']"
"['H', 'L']"
"['J', 'L']"
"['J', 'L']"
"['H', 'L']"
"['K', 'L']"
"['K', 'L']"
"['K', 'L']"
"['K', 'L']"
"['H', 'L']"
"['K', 'L']"
"['J', 'L']"
"['K', 'L']"
"['K', 'L']"
"['I', 'L']"
"['D', 'L']"
"['J', 'L']"
"['F', 'L']"
"['J', 'L']"
"['J', 'L']"
"['F', 'L']"
"['H', 'L']"
"['D', 'L']"
"['J', 'L']"
"['J', 'L']"
"['K', 'L']"
"['J', 'L']"
"['K', 'L']"
"['I', 'L']"
"['K', 'L']"
"['E', 'L']"
"['K', 'L']"
"['K', 'L']"
"['K', 'L']"
"['I', 'L']"
"['K', 'L']"
"['K', 'L']"
"['K', 'L']"
"['I', 'L']"
"['K', 'L']"
"['K', 'L']"
"['J', 'L']"
"['H', 'L']"
"['J', 'L']"
"['I', 'L']"
"['G', 'L']"
"['G', 'L']"
"['I', 'L']"
"['J', 'L']"
"['F', 'L']"
"['K', 'L']"
"['G', 'L']"
"['I', 'L']"
"['K', 'L']"
"['J', 'L']"
"['J', 'L']"
"['K', 'L']"
"['K', 'L']"
"['H', 'L']"
"['H', 'L']"
"['K', 'L']"
"['G', 'L']"
"['K', 'L']"
"['J', 'L']"
"['K', 'L']"
"['H', 'L']"
"['H', 'L']"
"['K', 'L']"
"['K', 'L']"
"['I', 'L']"
"['H', 'L']"
"['I', 'L']"
"['K', 'L']"
"['K', 'L']"
"['K', 'L']"
"['E', 'L']"
"['G', 'L']"
"['H', 'L']"
"['K', 'L']"
"['I', 'L']"
"['F', 'L']"
"['J', 'L']"
"['K', 'L']"
"['K', 'L']"
"['K', 'L']"
"['K', 'L']"
"['K', 'L']"
"['K', 'L']"
"['K', 'L']"
"['G', 'L']"
"['K', 'L']"
"['H', 'L']"
"['J', 'L']"
"['K', 'L']"
"['K', 'L']"
"['J', 'L']"
"['K', 'L']"
"['K', 'L']"
"['J', 'L']"
"['K', 'L']"
"['J', 'L']"
"['J', 'L']"
"['J', 'L']"
"['K', 'L']"
"['I', 'L']"
"['J', 'L']"
"['I', 'L']"
"['K', 'L']"
"['H', 'L']"
"['K', 'L']"
"['K', 'L']"
"['I', 'L']"
"['K', 'L']"
"['K', 'L']"
"['I', 'L']"
"['K', 'L']"
"['K', 'L']"
"['I', 'L']"
"['K', 'L']"
"['J', 'L']"
"['K', 'L']"
"['I', 'L']"
"['K', 'L']"
"['J', 'L']"
"['I', 'L']"
"['K', 'L']"
"['K', 'L']"
"['K', 'L']"
"['I', 'L']"
"['H', 'L']"
"['J', 'L']"
"['J', 'L']"
"['K', 'L']"
"['J', 'L']"
"['K', 'L']"
"['H', 'L']"
"['K', 'L']"
"['K', 'L']"
"['H', 'L']"
"['K', 'L']"
"['G', 'L']"
"['K', 'L']"
"['K', 'L']"
"['K', 'L']"
"['J', 'L']"
"['J', 'L']"
