items
"['M', 'Q']"
"['O', 'Q']"
"['K', 'Q']"
"['J', 'Q']"
"['P', 'Q']"
"['N', 'Q']"
"['P', 'Q']"
"['N', 'Q']"
"['O', 'Q']"
"['P', 'Q']"
"['P', 'Q']"
"['P', 'Q']"
"['P', 'Q']"
"['P', 'Q']"
"['P', 'Q']"
"['M', 'Q']"
"['K', 'Q']"
"['O', 'Q']"
"['O', 'Q']"
"['P', 'Q']"
"['P', 'Q']"
"['M', 'Q']"
"['N', 'Q']"
"['P', 'Q']"
"['P', 'Q']"
"['P', 'Q']"
"['O', 'Q']"
"['O', 'Q']"
"['O', 'Q']"
"['P', 'Q']"
"['P', 'Q']"
"['P', 'Q']"
"['P', 'Q']"
"['P', 'Q']"
"['P', 'Q']"
"['O', 'Q']"
"['P', 'Q']"
"['K', 'Q']"
"['O', 'Q']"
"['P', 'Q']"
"['P', 'Q']"
"['M', 'Q']"
"['P', 'Q']"
"['O', 'Q']"
"['N', 'Q']"
"['N', 'Q']"
"['M', 'Q']"
"['N', 'Q']"
"['O', 'Q']"
"['P', 'Q']"
"['K', 'Q']"
"['O', 'Q']"
"['N', 'Q']"
"['O', 'Q']"
"['P', 'Q']"
"['O', 'Q']"
"['P', 'Q']"
"['M', 'Q']"
"['L', 'Q']"
"['M', 'Q']"
"['M', 'Q']"
"['O', 'Q']"
"['M', 'Q']"
"['P', 'Q']"
"['O', 'Q']"
"['L', 'Q']"
"['P', 'Q']"
"['P', 'Q']"
"['O', 'Q']"
"['N', 'Q']"
"['O', 'Q']"
"['H', 'Q']"
"['P', 'Q']"
"['K', 'Q']"
"['K', 'Q']"
"['N', 'Q']"
"['P', 'Q']"
"['P', 'Q']"
"['N', 'Q']"
"['P', 'Q']"
"['P', 'Q']"
"['N', 'Q']"
"['P', 'Q']"
"['O', 'Q']"
"['N', 'Q']"
"['P', 'Q']"
"['P', 'Q']"
"['O', 'Q']"
"['P', 'Q']"
"['P', 'Q']"
"['N', 'Q']"
"['M', 'Q']"
"['P', 'Q']"
"['L', 'Q']"
"['N', 'Q']"
"['N', 'Q']"
"['P', 'Q']"
"['O', 'Q']"
"['M', 'Q']"
"['P', 'Q']"
"['O', 'Q']"
"['P', 'Q']"
"['P', 'Q']"
